id,name,age,nationality,overall,club
212980,B. Dabanli,27,Turkey,66,Rot-Weiß Erfurt
158196,M. Fortuné,35,France,66,Southend United
230132,D. Dražić,21,Serbia,66,RC Celta de Vigo
234740,M. El Hankouri,20,Morocco,66,Willem II
236532,R. Koch,20,Germany,66,SC Freiburg
178164,K. Madsen,28,Norway,66,Strømsgodset IF
181492,R. Cornthwaite,31,Australia,66,Western Sydney Wanderers
169461,M. O'Connor,29,Northern Ireland,66,Notts County
235253,P. Kammerbauer,20,Germany,66,1. FC Nürnberg
239861,A. Fadlalla,23,Qatar,66,KAS Eupen
214774,J. Valdez Chamorro,23,Argentina,66,Club Atlético Lanús
189942,A. Ligi,27,Italy,66,Carpi
190454,S. Ringstad,25,Norway,66,Strømsgodset IF
223479,S. Sukharev,30,Russia,66,FC Tosno
159991,J. Pardaneos,25,Chile,66,Club de Deportes Temuco
200952,M. Könnecke,28,Germany,66,FSV Zwickau
201208,D. Henry,24,Canada,66,West Ham United
220152,Y. Baraye,25,Senegal,66,Parma
229624,Sergi Guardiola,26,Spain,66,Córdoba CF
193272,S. Şahin-Radlinger,24,Austria,66,Hannover 96
139257,D. Lopar,32,Switzerland,66,FC St. Gallen
205049,N. Ansell,23,Australia,66,Tondela
221177,J. Bègue,23,France,66,Bourg en Bresse Péronnas 01
232697,L. Geminiani,26,Argentina,66,Club Atlético Patronato
235257,Pedro Pinto,22,Portugal,66,Vitória Setúbal
177657,A. Nordvik,30,Norway,66,Viking FK
7674,F. Coppola,39,Italy,66,Hellas Verona
208122,V. Agardius,27,Sweden,66,Kalmar FF
213242,A. Tamèze,23,France,66,OGC Nice
169210,G. Venegas,33,Mexico,66,Puebla
52474,B. Riise,34,Norway,66,Aalesunds FK
223227,K. Vermeulen,26,Netherlands,66,Excelsior
225019,R. Cisneros,20,Mexico,66,Santos Laguna
235515,Benito,21,Spain,66,UD Las Palmas
202748,Ko Moo Yeol,26,Korea Republic,66,Jeonbuk Hyundai Motors
212732,D. Remick,26,United States,66,Houston Dynamo
233980,Jallyson Neto,25,Brazil,66,Sport Club do Recife
188924,T. Socha,29,Poland,66,Arka Gdynia
200701,G. Beretta,25,Italy,66,Foggia
222461,Rochinha,22,Portugal,66,Boavista FC
209662,M. Rosheuvel,26,Netherlands,66,Roda JC Kerkrade
202495,S. Saad,24,Lebanon,66,Sporting Kansas City
176383,T. Danneberg,31,Germany,66,VfL Osnabrück
214016,H. Mojica,24,Colombia,65,Asociacion Deportivo Cali
163584,P. Robinson,35,England,65,AFC Wimbledon
232192,C. Martins Pereira,20,Luxembourg,65,Olympique Lyonnais
234496,O. Bogle,23,England,65,Cardiff City
228353,G. Hendrickx,22,Belgium,65,Sporting Charleroi
232193,Ko Tae Won,24,Korea Republic,65,Jeonnam Dragons
235521,Carbonell,19,Spain,65,CF Reus Deportiu
235777,S. Konde,24,Guinea,65,Amkar Perm
188417,A. Fernández,31,Uruguay,65,San Martín de San Juan
196353,C. Hussey,28,England,65,Swindon Town
214274,J. Chunga,25,Colombia,65,CPD Junior Barranquilla
216834,M. Perez,26,France,65,Clermont Foot 63
233730,Y. Meité,21,Ivory Coast,65,FC Sochaux-Montbéliard
235266,C. Früchtl,17,Germany,65,FC Bayern Munich
240898,Francis,21,Spain,65,Real Betis Balompié
201219,D. Giorico,25,Italy,65,Carpi
207619,W. Creavalle,26,Guyana,65,Philadelphia Union
214019,D. Giraldo,25,Colombia,65,Asociacion Deportivo Cali
156675,A. Considine,30,Scotland,65,Aberdeen
232963,T. Kanamori,23,Japan,65,Kashima Antlers
234755,E. Chirambadare,25,Zimbabwe,65,Kaizer Chiefs
239875,Bebeto,27,Brazil,65,CS Marítimo
191235,C. Menz,28,Germany,65,Rot-Weiß Erfurt
200196,O. Gaona Lugo,26,Paraguay,65,Bahía Blanca
205572,H. Zeinstra,27,Netherlands,65,Heracles Almelo
212228,I. Toney,21,England,65,Wigan Athletic
221700,No Dong Geon,25,Korea Republic,65,Pohang Steelers
180740,N. Topor-Stanley,32,Australia,65,Newcastle Jets
229381,P. Rojas,25,Colombia,65,Jaguares Fútbol Club
199686,G. Saunders,28,England,65,Envigado FC
200710,Palatsí,29,Spain,65,C.D. Leonesa S.A.D.
206086,H. Toffolo,21,England,65,Doncaster Rovers
214534,A. Tapia,30,Colombia,65,Corporación Club Deportivo Tuluá
225542,C. Colkett,20,England,65,Vitesse
232454,Y. Hiraoka,31,Japan,65,Vegalta Sendai
233478,M. Zajc,23,Slovenia,65,Empoli
234502,K. Enghardt,25,Denmark,65,Randers FC
177414,T. Pope,31,England,65,Port Vale
218887,O. Custodio,22,Switzerland,65,FC Luzern
222215,P. Strand,22,Norway,65,Molde FK
232712,B. Cascini,20,Argentina,65,Estudiantes de La Plata
205321,J. Naismith,23,Scotland,65,Ross County FC
211721,M. Pazurek,28,Germany,65,SC Fortuna Köln
221705,K. Dempsey,21,England,65,Fleetwood Town
156681,L. Nilsson,35,Sweden,65,IF Elfsborg
194569,C. Sloth,25,Denmark,65,Silkeborg IF
221706,Diney,22,Cape Verde,65,CS Marítimo
221962,Suh Myeong Won,22,Korea Republic,65,Ulsan Hyundai Horang-i
233994,Kainho Selva,29,Brazil,65,Vitória
189962,W. Moke,29,Congo,65,Atiker Konyaspor
138251,R. Foster,31,Scotland,65,St. Johnstone FC
223499,M. Asenjo,22,Argentina,65,Banfield
52491,E. Bugge Pettersen,37,Norway,65,Strømsgodset IF
211212,A. Oueslati,25,Tunisia,65,Al Fateh
214028,C. Amaya,26,Colombia,65,Asociacion Deportivo Cali
223756,M. Schulz,22,Germany,65,FC Luzern
219661,P. Jaroszyński,22,Poland,65,Chievo Verona
239117,A. Baluta,23,Romania,65,NA
231950,V. Jugović,27,Croatia,65,Jeonnam Dragons
238862,Lucas Possignolo,23,Brazil,65,Portimonense SC
239118,B. Tiru,23,Romania,65,NA
240654,Carles Pérez,19,Spain,65,FC Barcelona B
239119,L. Leahy,24,England,65,Walsall
177679,D. Vrzogic,27,Germany,65,SV Meppen
198160,S. Francis,30,Jamaica,65,Montreal Impact
205072,D. Pedersen,24,Denmark,65,Aarhus GF
205584,M. Ihiekwe,24,England,65,Rotherham United
221456,R. Burke,20,England,65,Bolton Wanderers
226576,A. Rodríguez,24,Colombia,65,Atletico Nacional Medellin
212753,S. Mauk,21,Australia,65,Melbourne City
220433,Óscar Whalley,23,Spain,65,Real Sporting de Gijón
221713,D. Lovitz,25,United States,65,Montreal Impact
232209,José Kanté,26,Guinea,65,Wisła Płock
190481,M. Solheim,29,Norway,65,Hammarby IF
212242,R. Andrich,22,Germany,65,SV Wehen Wiesbaden
230418,Henrique Jardinel,29,Brazil,65,Associação Atlética Ponte Preta
53778,M. Richards,34,England,65,Northampton Town
197907,M. Sansores,26,Mexico,65,Monarcas Morelia
212243,V. Ranković,24,Germany,65,Hansa Rostock
214035,J. Martínez,23,Colombia,65,Envigado FC
228883,B. Gimber,20,Germany,65,SSV Jahn Regensburg
230931,I. Faye,24,Senegal,65,Boavista FC
49939,A. Nef,35,Switzerland,65,FC Zürich
184083,S. Tritz,30,France,65,SC Preußen Münster
190995,B. Inman,25,Australia,65,Rochdale
211988,J. Kiesewetter,24,United States,65,Fortuna Düsseldorf
212244,C. Lenz,22,Germany,65,Holstein Kiel
219668,S. Sawadogo,24,Burkina Faso,65,La Berrichonne de Châteauroux
158228,E. Zverotić,30,Montenegro,65,FC Sion
228116,A. Figuera,27,Venezuela,65,NA
232724,J. Kusukami,29,Japan,65,Western Sydney Wanderers
234004,Tomás Nuninho,33,Brazil,65,Associação Chapecoense de Futebol
238868,Carlos Henriques,23,Portugal,65,Portimonense SC
200981,N. Dumitru,25,Italy,65,AD Alcorcón
156437,P. Pentke,32,Germany,65,SSV Jahn Regensburg
222485,B. Bellot,26,Germany,65,Brøndby IF
229653,S. Gasanov,23,Russia,65,Tromsø IL
239637,C. Andriamahitsinoro,27,Madagascar,65,Ohod Club
193557,F. Nouble,25,England,65,Newport County
202518,C. Wernitznig,27,Austria,65,Wolfsberger AC
208918,M. Al Bishi,30,Saudi Arabia,65,Al Faisaly
221206,D. Björnquist,28,Sweden,65,AFC Eskilstuna
193302,F. Kurto,26,Poland,65,Roda JC Kerkrade
207639,C. Reilly,23,Republic of Ireland,65,Bury
207895,T. Wendel,28,Germany,65,Sportfreunde Lotte
223511,I. Chebake,27,Morocco,65,Evkur Yeni Malatyaspor
164375,A. Esposito,31,Italy,65,Cesena
212248,F. Lohkemper,22,Germany,65,1. FC Magdeburg
223512,S. Clémence,29,France,65,Tours FC
186136,C. Fagan,28,Republic of Ireland,65,St. Patrick's Athletic
193304,L. Burliga,29,Poland,65,Jagiellonia Białystok
214809,S. Luna,29,Argentina,65,Belgrano de Córdoba
230681,G. Pezzella,19,Italy,65,Udinese
122649,L. Bailly,31,Belgium,65,Royal Excel Mouscron
210970,B. Adjei-Boateng,23,Ghana,65,Colorado Rapids
213530,N. Poulsen,23,Denmark,65,Sarpsborg 08 FF
231706,K. Londoño,23,Colombia,65,Jaguares Fútbol Club
238618,C. Kammlott,27,Germany,65,Rot-Weiß Erfurt
219931,D. Mendoza,24,Argentina,65,Club Atlético Huracán
232731,R. Hayasaka,31,Japan,65,Hokkaido Consadole Sapporo
205596,J. Husband,23,England,65,Norwich City
207644,N. Tkalčić,27,Croatia,65,IFK Norrköping
199197,P. Salomon,29,Austria,65,SCR Altach
200989,M. Schulze Niehues,28,Germany,65,SC Preußen Münster
222493,M. Friedrich,21,Germany,65,FC Augsburg
208926,A. Al Enezi,26,Saudi Arabia,65,Al Nassr
229150,P. Hatzidiakos,20,Greece,65,AZ Alkmaar
230174,Peter Abradanel,29,Brazil,65,Associação Atlética Ponte Preta
230686,J. Makengo,19,France,65,OGC Nice
223263,Z. Gordon,24,Scotland,65,Jagiellonia Białystok
185119,A. Dyer,27,Montserrat,65,IF Elfsborg
188959,C. Gustafsson,30,Sweden,65,IK Sirius
144160,T. Acar,31,Turkey,65,Medicana Sivasspor
198177,B. Schenkeveld,25,Netherlands,65,Melbourne City
219937,N. Körber,20,Germany,65,SC Preußen Münster
223009,E. Lancini,23,Italy,65,Brescia
223265,M. Devlin,23,Scotland,65,Hamilton Academical FC
189217,P. Pawlett,26,Scotland,65,Milton Keynes Dons
202530,Alvaro Rey,27,Spain,65,Arka Gdynia
228386,P. Cissé,21,Senegal,65,Olympiakos CFP
229667,Josan,27,Spain,65,Albacete Balompié
233763,P. Dahlberg,18,Sweden,65,IFK Göteborg
204324,M. Kennedy,22,Scotland,65,Portsmouth
208676,N. Fitzgerald,25,Australia,65,Melbourne City
215588,Yeray,29,Spain,65,C.D. Leonesa S.A.D.
228645,L. Görtler,23,Germany,65,FC Utrecht
164645,S. Dawson,31,Republic of Ireland,65,Bury
172837,E. Alfonso,29,Italy,65,Cittadella
202534,K. Larsen,25,Norway,65,Lyngby BK
205094,Jo Young Cheol,28,Korea Republic,65,Sangju Sangmu FC
208166,D. Mariani,26,Switzerland,65,FC Lugano
210726,Jin Seong Wook,23,Korea Republic,65,Jeju United FC
222246,R. Marquez,25,United States,65,Philadelphia Union
233254,S. Akasaki,25,Japan,65,Gamba Osaka
234790,Soriano,19,Spain,65,Sevilla Atlético
240678,A. Khalaf,25,Iraq,65,Ettifaq FC
191782,A. García,25,Mexico,65,U.N.A.M.
221479,D. Calvert-Lewin,20,England,65,Everton
233767,S. Alakouch,18,France,65,Nîmes Olympique
237351,O. Pehrsson,29,Sweden,65,IK Sirius
215336,J. Leudo,23,Colombia,65,Atlético Huila
150568,J. Brison,34,France,65,Chamois Niortais FC
188968,G. Marinelli,28,Argentina,65,Colon de Santa Fe
209193,P. Wiegers,27,Germany,65,SG Dynamo Dresden
235049,I. Escobar,21,Argentina,65,Talleres de Cordoba
188970,J. Mårtensson,28,Sweden,65,Örebro SK
202795,K. Ntlhe,23,South Africa,65,Rochdale
207659,L. Grozurek,25,Austria,65,FC Admira Wacker Mödling
227371,W. Mosquera,32,Colombia,65,Jaguares Fútbol Club
231979,T. Endoh,23,Japan,65,Toronto FC
170027,R. McArdle,30,Northern Ireland,65,Scunthorpe United
237099,Jang Seong Jae,21,Korea Republic,65,Ulsan Hyundai Horang-i
237611,V. Ilyin,23,Russia,65,FC Ural
197164,L. Gil,23,United States,65,Colorado Rapids
197932,K. Appiah,26,Ghana,65,AFC Wimbledon
205100,A. Filtsov,27,Russia,65,Rubin Kazan
209964,B. Kluft,27,Germany,65,Chemnitzer FC
218156,Ary Papel,23,Angola,65,Sporting CP
219436,J. Clarke,22,England,65,Brentford
226604,D. Valoyes,20,Colombia,65,La Equidad
238636,R. Preißinger,20,Germany,65,VfR Aalen
187180,Lee Kyu Ro,28,Korea Republic,65,FC Seoul
194092,A. Uludağ,26,Turkey,65,Gençlerbirliği SK
235565,D. Bronn,22,Tunisia,65,KAA Gent
210990,E. Sarraj,27,Saudi Arabia,65,Al Faisaly
219950,N. Sonko Sundberg,21,Sweden,65,GIF Sundsvall
190510,S. Mattila,27,Finland,65,SønderjyskE
198959,F. Paghera,25,Italy,65,Avellino
203823,T. Bertels,30,Germany,65,SC Paderborn 07
205871,Dani Sotres,24,Spain,65,RC Celta de Vigo
220464,S. Emmanuello,23,Italy,65,Perugia
223792,T. Knoflach,23,Austria,65,SK Rapid Wien
228656,R. Allen,27,United States,65,New York City Football Club
224817,R. Barrios,24,Argentina,65,Defensa y Justicia
204850,T. Nguen,23,Norway,65,Strømsgodset IF
224050,G. Diaz,21,Colombia,65,Independiente Medellín
226098,F. Del Sole,19,Italy,65,Pescara
238642,J. Nietfeld,23,Germany,65,SSV Jahn Regensburg
224308,O. Aydoğan,20,Germany,65,Karlsruher SC
193076,Assis,27,Brazil,65,Boavista FC
198197,Jesús Alfaro,26,Spain,65,FC Barcelona B
180789,Y. Igawa,34,Japan,65,Kawasaki Frontale
222774,S. Tekerci,23,Turkey,65,FSV Zwickau
226102,C. Dunkley,25,England,65,Wigan Athletic
214583,C. Vargas,27,Colombia,65,Atletico Nacional Medellin
152887,C. Wingert,35,United States,65,Real Salt Lake
219447,J. Hinestroza,21,Colombia,65,Tigres FC
224311,F. Børsting,22,Denmark,65,Aalborg BK
228151,J. Cullen,21,Republic of Ireland,65,Bolton Wanderers
238647,M. Schröter,21,Germany,65,FSV Zwickau
212536,G. Omae,27,Japan,65,Omiya Ardija
214328,J. Valencia,35,Colombia,65,Deportivo Pasto
235320,B. Johnsen,25,Norway,65,ADO Den Haag
230969,F. Selemani,23,France,65,FC Lorient
232505,T. Hayashi,34,Japan,65,Sanfrecce Hiroshima
239929,I. Petryak,23,Ukraine,65,Shakhtar Donetsk
209979,G. Gope-Fenepej,28,New Caledonia,65,Amiens SC Football
213307,D. Serna,23,United States,65,Colorado Rapids
229179,C. Tabó,23,Uruguay,65,Club Atlas
237116,K. Ford,21,United States,65,Colorado Rapids
186172,G. Gunning,26,Republic of Ireland,65,Port Vale
232509,K. Morisaki,36,Japan,65,Sanfrecce Hiroshima
237373,F. Ortíz,24,Mexico,65,Monarcas Morelia
192317,J. Steer,24,England,65,Aston Villa
210494,M. Schmerböck,23,Austria,65,SK Sturm Graz
221502,J. Hamilton,21,Canada,65,Toronto FC
205887,C. Woodrow,22,England,65,Bristol City
206399,D. Georgievski,29,FYR Macedonia,65,Newcastle Jets
209471,Augusto,29,Portugal,65,Śląsk Wrocław
231231,B. Garnica,21,Mexico,65,Club Atlas
233279,Park Dong Jin,22,Korea Republic,65,GwangJu FC
193087,P. Tomasik,29,Poland,65,Jagiellonia Białystok
230208,Lúcio Corteijo,25,Brazil,65,Vitória
231488,M. Omoh,25,Nigeria,65,Örebro SK
189760,T. Archibald-Henville,28,England,65,Exeter City
221505,S. Okoli,24,United States,65,New York City Football Club
231489,A. Keita,30,Sweden,65,Östersunds FK
235073,G. Kobel,19,Switzerland,65,TSG 1899 Hoffenheim
203842,M. Fitzgerald,28,Japan,65,Kawasaki Frontale
210498,F. Darwish,25,Saudi Arabia,65,Al Hilal
213314,Ham Seok Min,23,Korea Republic,65,Suwon Samsung Bluewings
232770,S. Colombatto,20,Argentina,65,Perugia
216387,S. Sané,24,Germany,65,SG Sonnenhof Großaspach
224067,J. Tverskov,24,Denmark,65,Odense Boldklub
232003,M. Solís,34,Colombia,65,Independiente Santa Fe
226116,R. Sweeney,20,Republic of Ireland,65,Bristol Rovers
228932,G. Amiot,22,France,65,Bourg en Bresse Péronnas 01
163908,M. Troiano,32,Italy,65,Virtus Entella
235332,G. Marchegiani,21,Italy,65,Ferrara (SPAL)
240196,F. Escobar,22,Panama,65,New York Red Bulls
219461,E. Palmer-Brown,20,United States,65,Sporting Kansas City
223557,M. Madri,27,France,65,RC Lens
227909,J. McCarthy,24,United States,65,Philadelphia Union
237893,T. Dekker,19,Netherlands,65,VVV-Venlo
180293,Park Won Jae,33,Korea Republic,65,Jeonbuk Hyundai Motors
205382,E. Boldewijn,24,Netherlands,65,Crawley Town
224838,F. Dagerstål,20,Sweden,65,IFK Norrköping
235334,B. Straetman,19,Belgium,65,Sporting Lokeren
192582,C. Shields,26,Republic of Ireland,65,Dundalk
205639,Gálvez,24,Spain,65,Albacete Balompié
207943,Ewerton,24,Brazil,65,Portimonense SC
224327,S. Leuko,23,Cameroon,65,CD Lugo
163143,A. McCormack,33,Republic of Ireland,65,Luton Town
232775,A. Esaka,25,Japan,65,Omiya Ardija
220488,F. Costa,22,Italy,65,Ferrara (SPAL)
221768,J. Zwischenbrugger,27,Austria,65,SCR Altach
230216,Adnan Vidual,25,Brazil,65,Sport Club do Recife
170056,J. Grant,29,Jamaica,65,Plymouth Argyle
222537,Zizo,21,Egypt,65,Moreirense FC
223817,F. Acosta,21,Uruguay,65,Villarreal CF
167497,D. Avdić,28,Sweden,65,AIK Solna
240201,Nacho Méndez,19,Spain,65,Real Sporting de Gijón
151114,M. Tauber,32,Denmark,65,Lyngby BK
231498,D. Bergqvist,24,Sweden,65,Östersunds FK
226123,H. Da Campo,22,Argentina,65,Rosario Central
232779,Y. Iwakami,27,Japan,65,Omiya Ardija
171083,R. O'Donovan,31,Republic of Ireland,65,Newcastle Jets
240459,C. Ezeh,19,Nigeria,65,Portimonense SC
234060,Y. Herrera,19,Venezuela,65,New York City Football Club
238668,M. Hofrath,24,Germany,65,SSV Jahn Regensburg
240972,N. Dibble,20,Uruguay,65,Gimnasia y Esgrima La Plata
198989,R. Gigolaev,27,Russia,65,Terek Grozny
199245,G. Allison,26,Mexico,65,Cruz Azul
201293,E. Scheel,27,Denmark,65,SønderjyskE
227149,J. Varela,29,Colombia,65,Águilas Doradas
236877,Bruno Leite,22,Portugal,65,FK Haugesund
138830,D. Lewington,33,England,65,Milton Keynes Dons
226382,L. Villarruel,26,Argentina,65,Bahía Blanca
205903,S. Drewniak,23,Poland,65,Cracovia
214351,D. Novoa,28,Colombia,65,La Equidad
219727,L. Pérez,27,Italy,65,Ascoli
160079,A. Lutego,29,Chile,65,Club de Deportes Temuco
230991,F. Picault,26,United States,65,Philadelphia Union
237135,Davidson,26,Brazil,65,Grupo Desportivo de Chaves
237647,A. Hrustic,20,Australia,65,FC Groningen
196688,A. Corzo,28,Peru,65,NA
199248,H. Savran,32,Germany,65,VfL Osnabrück
215376,E. Capradossi,21,Italy,65,Bari
229200,F. Le Joncour,22,France,65,SM Caen
234576,Diogo Queirós,18,Portugal,65,FC Porto
236368,G. Maggiore,19,Italy,65,La Spezia
223313,H. Arslan,28,Turkey,65,Medicana Sivasspor
233809,A. Rossi,20,Italy,65,Salernitana
186449,L. Kelly,27,Scotland,65,Coventry City
222546,L. Zingerle,23,Germany,65,SC Paderborn 07
235858,José Perales,24,Spain,65,Gimnàstic de Tarragona
240466,M. Ćosić,23,Croatia,65,FK Haugesund
185170,S. Ryall,27,Australia,65,Sydney FC
187218,M. Jiménez,27,Mexico,65,Guadalajara
204883,B. Samba,23,Congo,65,SM Caen
214099,M. Aaquist,22,Denmark,65,FC Nordsjælland
225363,R. Lameiras,22,Portugal,65,Plymouth Argyle
162899,M. Sadler,32,England,65,Shrewsbury
230995,S. Sarr,21,Senegal,65,La Berrichonne de Châteauroux
239187,J. Aguilar,22,Panama,65,Estoril Praia
182867,O. Bagüí,34,Ecuador,65,NA
191827,Yoo Hyun,32,Korea Republic,65,FC Seoul
198740,A. Acosta,29,Mexico,65,Tigres U.A.N.L.
214356,J. Malagón,24,Colombia,65,Tigres FC
215636,S. Bannigan,24,Scotland,65,Partick Thistle F.C.
230740,Leandrinho,18,Brazil,65,Napoli
240212,D. Petković,24,Montenegro,65,FC Lorient
184148,J. Coppens,26,Belgium,65,FC Carl Zeiss Jena
118868,C. Källqvist,33,Sweden,65,BK Häcken
198229,F. Doré,28,Congo,65,Clermont Foot 63
235093,Fran Rodríguez,22,Spain,65,UD Almería
237397,B. Kallman,26,United States,65,Minnesota Thunder
213334,K. Coulibaly,24,France,65,Willem II
226390,R. Vera,34,Argentina,65,Club Atlético Patronato
105046,A. Østli,34,Norway,65,Sarpsborg 08 FF
227927,K. Walker-Peters,20,England,65,Tottenham Hotspur
208984,J. Müller,27,Germany,65,SpVgg Unterhaching
233560,Lim Min Hyuk,20,Korea Republic,65,FC Seoul
209241,G. Balažic,29,Slovenia,65,FC Ural
198490,A. Faltsetas,29,Sweden,65,BK Häcken
199002,M. Amini,24,Australia,65,Aarhus GF
222298,E. Digbeu,25,France,65,Bourg en Bresse Péronnas 01
224090,P. Müller,22,Germany,65,SV Wehen Wiesbaden
231514,R. Gojani,24,Sweden,65,Jönköpings Södra IF
237658,S. Bueno,18,Uruguay,65,FC Barcelona B
201051,S. Kleineheismann,29,Germany,65,Hallescher FC
226651,Kim Min Hyeok,24,Korea Republic,65,GwangJu FC
229723,M. Jensen,21,Denmark,65,FC Nordsjælland
235867,L. Strizzolo,25,Italy,65,Cittadella
237403,J. Cox,23,Panama,65,Envigado FC
175963,T. Röttger,31,Germany,65,SG Sonnenhof Großaspach
202076,Z. Valentin,25,United States,65,Portland Timbers
208988,H. Shaian,28,Saudi Arabia,65,Al Nassr
214364,F. Álvarez,24,Colombia,65,Independiente Medellín
226652,Park Yong Woo,23,Korea Republic,65,Ulsan Hyundai Horang-i
204637,J. Derstroff,25,Germany,65,SV Sandhausen
211037,De La Hoz,25,Spain,65,Albacete Balompié
214877,H. Bjørdal,20,Norway,65,Brighton & Hove Albion
233053,A. Hadžiahmetović,20,Bosnia Herzegovina,65,Atiker Konyaspor
179549,S. Maierhofer,34,Austria,65,SV Mattersburg
183645,C. Ramsebner,28,Austria,65,LASK Linz
145758,Freire,27,Brazil,65,Shimizu S-Pulse
234078,O. Mangala,19,Belgium,65,VfB Stuttgart
237662,B. Lennon,19,United States,65,Real Salt Lake
238686,P. Sohm,25,Germany,65,SG Sonnenhof Großaspach
239454,B. Figueroa,18,Mexico,65,U.N.A.M.
214367,D. Briceño,31,Colombia,65,Alianza Petrolera
234079,K. Thiam,23,Senegal,65,Dinamo Moscow
235103,N. Ampomah,21,Ghana,65,Waasland-Beveren
197984,J. Orlov,31,Sweden,65,SK Brann
216416,J. Gyamerah,22,Germany,65,VfL Bochum
217696,A. Doukha,30,Algeria,65,Ohod Club
231264,T. Rodríguez,21,Argentina,65,Genoa
232800,J. Izumisawa,25,Japan,65,Gamba Osaka
198497,M. Connolly,25,Republic of Ireland,65,Crawley Town
212065,Jeong Dong Ho,27,Korea Republic,65,Ulsan Hyundai Horang-i
228961,M. Pitton,22,Argentina,65,Unión de Santa Fe
237153,L. Blessing,20,Ghana,65,Sporting Kansas City
213090,T. Al Absi,24,Saudi Arabia,65,Al Taawoun
223330,M. Moscati,24,Italy,65,Novara
237410,V. Kravets,19,Ukraine,65,CD Lugo
191330,K. Kikuchi,31,Japan,65,Omiya Ardija
222051,Kim Dae Jung,24,Korea Republic,65,Incheon United FC
224099,L. Coyle,21,England,65,Fleetwood Town
226403,F. Crivelli,35,Argentina,65,Club Atlético Tigre
226659,J. Amoroso,29,Argentina,65,Newell's Old Boys
162147,A. Iunco,33,Italy,65,Cittadella
228707,Diego Alende,19,Spain,65,RC Celta de Vigo
229475,Ruca,26,Portugal,65,Tondela
232291,S. Silva,27,Sweden,65,Palermo
235619,M. Edwards,18,England,65,Tottenham Hotspur
239971,S. Lagrou,25,Morocco,65,Al Nassr
199780,M. Exslager,26,Germany,65,SC Fortuna Köln
207716,A. Al Hafith,24,Saudi Arabia,65,Al Hilal
209252,R. Garbuschewski,31,Germany,65,FSV Zwickau
222052,Lee Myung Jae,23,Korea Republic,65,Ulsan Hyundai Horang-i
188772,P. Koch,26,Switzerland,65,FC St. Gallen
232293,V. Osimhen,18,Nigeria,65,VfL Wolfsburg
234853,Jean Cleber,27,Brazil,65,CS Marítimo
188261,T. Salamon,28,Austria,65,FK Austria Wien
190565,K. Alston,29,United States,65,Orlando City Soccer Club
199014,D. McMillan,28,Republic of Ireland,65,Dundalk
209510,A. Corryn,23,Belgium,65,Royal Antwerp FC
213094,S. Roux,24,New Zealand,65,Central Coast Mariners
218470,G. De Feo,23,Italy,65,Ascoli
234854,R. Bayard,23,France,65,Tours FC
238694,L. Röser,23,Germany,65,SG Dynamo Dresden
183910,K. Falkenberg,29,Germany,65,VfL Osnabrück
187238,D. Jiménez,28,Mexico,65,Lobos de la BUAP
194150,S. Moore,27,England,65,Sheffield United
217191,O. Threlkeld,23,England,65,Plymouth Argyle
157031,L. Esqueda,36,Mexico,65,Querétaro
225128,G. Acampora,23,Italy,65,La Spezia
233064,M. Mount,18,England,65,Vitesse
193896,P. Funk,27,Germany,65,SV Wehen Wiesbaden
205161,H. Bunn,24,England,65,Bury
171881,C. Sammon,30,Republic of Ireland,65,Partick Thistle F.C.
207979,C. Cato,24,Trinidad & Tobago,65,San Jose Earthquakes
212075,A. Nabbout,24,Australia,65,Newcastle Jets
222315,G. Esparza,24,Argentina,65,Puebla
232555,P. Mišák,26,Slovakia,65,Termalica Bruk-Bet Nieciecza
215148,M. Bíttolo,27,Argentina,65,Albacete Balompié
223852,F. Rawson,20,England,65,Accrington Stanley
228716,Kevin,24,Spain,65,RC Celta de Vigo
155757,M. Ørnskov,31,Denmark,65,Lyngby BK
223085,L. Berry,24,England,65,Luton Town
210798,A. Kamara,23,Sierra Leone,65,Al Taawoun
213358,B. Geens,21,Belgium,65,Sporting Lokeren
150894,M. Halsti,33,Finland,65,FC Midtjylland
220782,M. Ilaimaharitra,21,France,65,Sporting Charleroi
222830,F. Grillo,24,Argentina,65,Vélez Sarsfield
215151,Patrão,27,Portugal,65,Grupo Desportivo de Chaves
239215,K. Nwakali,19,Nigeria,65,VVV-Venlo
189295,J. Sudić,26,Sweden,65,BK Häcken
189551,D. Gissi,26,Switzerland,65,Defensa y Justicia
196976,N. Cameron,25,England,65,Bury
208752,R. Edwards,23,England,65,Plymouth Argyle
219760,D. Mangni,24,Italy,65,Atalanta
192624,S. Ferguson,25,Northern Ireland,65,Millwall
210802,J. Nilsson,23,Sweden,65,IF Elfsborg
219762,P. Fryc,24,Poland,65,Termalica Bruk-Bet Nieciecza
240754,Y. Attal,21,Algeria,65,KV Kortrijk
211059,R. Godínez,24,Mexico,65,Lobos de la BUAP
212083,Tarsi,22,Spain,65,Athletic Club de Bilbao
225395,Ezkieta,20,Spain,65,FC Barcelona B
226675,F. Lanzillotta,24,Argentina,65,Argentinos Juniors
235891,M. Fink,27,Slovenia,65,Cracovia
237939,M. Mikovič,26,Slovakia,65,Termalica Bruk-Bet Nieciecza
53363,A. Collin,32,England,65,Notts County
209268,D. Rose,29,England,65,Portsmouth
165748,J. Tosik,30,Poland,65,Zagłębie Lubin
232564,T. Morita,26,Japan,65,Albirex Niigata
239732,S. Żurkowski,19,Poland,65,Górnik Zabrze
